ticker,condition,condition_text,scan_token,horizon,direction,rho_avg,rho_hit,flag,category,avg_mono,n_valid_thresholds,avg_min,avg_max,avg_last,hit_min,hit_max,hit_last,trades_min,trades_max,trades_last
BMPIX,GLD_up_XLF_down_XLK_down,GLD>0 且 XLF<0 且 XLK<0，买基金后2日平均回报,GLD_up,2,up,-0.5874151929233993,-0.9026447181154584,平均回报、命中率,末端反转,False,4,0.1613348403417261,0.3755317811379795,0.1613348403417261,0.5172413793103449,0.6042780748663101,0.5172413793103449,29.0,374.0,29.0
BMPSX,GDX_up_GLD_up_JNK_down,GDX>0 且 GLD>0 且 JNK<0，买基金第二天,GDX_up,1,up,-0.8326310926153893,-0.6304196546943546,平均回报、命中率,末端反转,False,5,-0.0816539116400425,0.443763403182848,-0.0816539116400425,0.4782608695652174,0.580110497237569,0.4782608695652174,115.0,227.0,115.0
BMPSX,GDX_up_GLD_up_JNK_down,GDX>0 且 GLD>0 且 JNK<0，买基金第二天,JNK_down,1,down,-0.9999999999999998,-1.0,平均回报、命中率,触发阈值太少,False,2,-2.5835227864530355,0.4301229867342339,-2.5835227864530355,0.0,0.5570175438596491,0.0,2.0,228.0,2.0
BMPSX,GDX_up_JNK_down_XLF_down,GDX>0 且 JNK<0 且 XLF<0，买基金第二天,GDX_up,1,up,-0.7962132582348698,-0.7231027168542815,平均回报、命中率,末端反转,False,5,0.0431160412308926,0.6750263290825412,0.0431160412308926,0.5510204081632653,0.5868544600938967,0.5510204081632653,98.0,213.0,98.0
BTCFX,EEM_down_IWM_down_SPY_down,EEM<0 且 IWM<0 且 SPY<0，买基金后2日平均回报,EEM_down,2,down,-0.9882536100994792,-0.9430144035173594,平均回报、命中率,触发阈值太少,False,3,-0.1168368696460738,0.4526411083174522,-0.1168368696460738,0.5098039215686274,0.5622489959839357,0.5098039215686274,51.0,249.0,51.0
BTCFX,EEM_down_IWM_down_SPY_down,EEM<0 且 IWM<0 且 SPY<0，买基金后2日平均回报,IWM_down,2,down,-0.779686110905408,-0.5478838918584124,平均回报、命中率,末端反转,False,4,0.2036920901026356,0.4606384579276509,0.2036920901026356,0.5294117647058824,0.5662650602409639,0.5294117647058824,34.0,249.0,34.0
BTCFX,EEM_down_IWM_down_SPY_down,EEM<0 且 IWM<0 且 SPY<0，买基金后2日平均回报,SPY_down,2,down,-0.9994571484808704,0.9421090504445114,平均回报,触发阈值太少,False,3,0.32176926094248,0.4491019001639176,0.32176926094248,0.5604838709677419,0.5769230769230769,0.5769230769230769,52.0,248.0,52.0
BTCFX,QQQ_down_XLK_down_XLV_down,QQQ<0 且 XLK<0 且 XLV<0，买基金第二天,QQQ_down,1,down,-0.695866878958437,0.7388363527246923,平均回报,末端反转,False,4,-0.399336697754881,0.8442043678335218,-0.399336697754881,0.5694444444444444,0.6,0.6,10.0,224.0,10.0
BTCFX,QQQ_down_XLK_down_XLV_down,QQQ<0 且 XLK<0 且 XLV<0，买基金第二天,XLV_down,1,down,-0.4408992924512087,-0.8780380947840842,命中率,触发阈值太少,False,3,0.331384441310695,1.1014169583804445,0.331384441310695,0.5,0.5663716814159292,0.5,2.0,226.0,2.0
BTCFX,combo_EEM_down__ext_credit_spread_down,EEM<0 且 信用利差<0，买基金后2日平均回报,EEM_down,2,down,-0.9168653386288748,-0.892710166248299,平均回报、命中率,触发阈值太少,False,3,-1.183829654606555,0.4174754366346875,-1.183829654606555,0.25,0.5673076923076923,0.25,4.0,208.0,4.0
CNPIX,combo_XLV_down__ext_usd_gold_ratio_le-1,XLV<0 且 美元/黄金<=-1.0%，买基金第二天,XLV_down,1,down,-0.5877062842030735,-0.9139368176306712,平均回报、命中率,触发阈值太少,False,3,0.3154345561109612,0.6409566724164183,0.3154345561109612,0.5588235294117647,0.64,0.5588235294117647,34.0,150.0,34.0
CNPSX,GDX_up_TIP_up_XLK_down,GDX>0 且 TIP>0 且 XLK<0，买基金第二天,TIP_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.1529422329494828,0.3023289133305403,-0.1529422329494828,0.5,0.5745614035087719,0.5,18.0,456.0,18.0
CNPSX,GDX_up_TIP_up_XLK_down,GDX>0 且 TIP>0 且 XLK<0，买基金第二天,XLK_down,1,down,0.117187522075741,-0.5641291839180711,命中率,末端反转,False,4,0.2871248476250033,0.5243692766945647,0.2871248476250033,0.4761904761904761,0.6388888888888888,0.4761904761904761,21.0,522.0,21.0
CNPSX,GDX_up_TLT_up_XLK_down,GDX>0 且 TLT>0 且 XLK<0，买基金第二天,XLK_down,1,down,-0.1857885828904287,-0.6037987951954016,命中率,末端反转,False,4,0.273877750230138,0.5161377780966192,0.273877750230138,0.5238095238095238,0.6238532110091743,0.5238095238095238,21.0,311.0,21.0
CNPSX,LQD_up_QQQ_down_XLU_up,LQD>0 且 QQQ<0 且 XLU>0，买基金第二天,QQQ_down,1,down,-0.8529611813201172,-0.9420117733017446,平均回报、命中率,触发阈值太少,False,3,0.0577818915500959,0.2519451134368444,0.0577818915500959,0.5740740740740741,0.5855263157894737,0.5740740740740741,54.0,192.0,54.0
CYPIX,EEM_down_GDX_up_GLD_up,EEM<0 且 GDX>0 且 GLD>0，买基金第二天,EEM_down,1,down,-0.106251159237085,-0.7348551911228324,命中率,末端反转,False,4,0.385991403562398,0.589601653334275,0.4143407798409854,0.5833333333333334,0.6482758620689655,0.5833333333333334,36.0,353.0,36.0
CYPIX,EEM_down_GDX_up_GLD_up,EEM<0 且 GDX>0 且 GLD>0，买基金第二天,GDX_up,1,up,-0.7123188608333304,-0.674762490154421,平均回报、命中率,末端反转,False,5,0.2965223341160197,0.4574172785326109,0.2965223341160197,0.6060606060606061,0.6587301587301587,0.6060606060606061,99.0,337.0,99.0
CYPSX,EEM_down_GDX_up,EEM<0 且 GDX>0，买基金第二天,EEM_down,1,down,0.8039933519331683,-0.7822697034081754,命中率,忽上忽下,False,4,0.3712012722110035,0.508206283731266,0.4803583902897018,0.5714285714285714,0.6265060240963856,0.5714285714285714,56.0,411.0,56.0
CYPSX,GDX_up_TIP_up_XLV_down,GDX>0 且 TIP>0 且 XLV<0，买基金第二天,TIP_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.94703612767451,0.3005170268135687,-0.94703612767451,0.0,0.587360594795539,0.0,1.0,269.0,1.0
ENPIX,GDX_up_SPY_down_XLV_down,GDX>0 且 SPY<0 且 XLV<0，买基金后2日平均回报,SPY_down,2,down,0.6413878755228236,-0.8741058829523966,命中率,忽上忽下,False,4,0.1858131773272575,0.3189897660383201,0.3189897660383201,0.5,0.5550847457627118,0.5,4.0,543.0,4.0
ENPIX,GDX_up_SPY_down_XLV_down,GDX>0 且 SPY<0 且 XLV<0，买基金后2日平均回报,XLV_down,2,down,-0.805798795680298,-0.7997161852902617,平均回报、命中率,末端反转,False,4,-0.0953351429535999,0.225777276012121,-0.0953351429535999,0.0,0.5539568345323741,0.0,1.0,546.0,1.0
ENPIX,combo_XLC_down__ext_sect_rotation_down,XLC<0 且 板块轮动<0，买基金第二天,XLC_down,1,down,-0.956905248232174,0.9761293278412552,平均回报,末端反转,False,4,0.2730458575647195,0.4026745364193509,0.2730458575647195,0.5980392156862745,0.64,0.64,50.0,408.0,50.0
ENPIX,combo_XLE_down__ext_vix_5dchg_ge10,XLE<0 且 VIX5d>=10.0%，买基金第二天,XLE_down,1,down,-0.9722818666129648,-0.6943319488170056,平均回报、命中率,末端反转,False,5,-0.2135812988621361,0.3730287983655631,-0.2135812988621361,0.514018691588785,0.5732899022801303,0.514018691588785,107.0,594.0,107.0
ENPSX,GDX_up_HYG_down_SLV_up,GDX>0 且 HYG<0 且 SLV>0，买基金后3日平均回报,GDX_up,3,up,-0.7980810331451273,-0.704157128924127,平均回报、命中率,末端反转,False,5,0.1406772459765042,0.3059301398582013,0.1406772459765042,0.5454545454545454,0.5805243445692884,0.5454545454545454,88.0,344.0,88.0
ENPSX,GDX_up_HYG_down_SLV_up,GDX>0 且 HYG<0 且 SLV>0，买基金后3日平均回报,SLV_up,3,up,-0.4769957685174887,-0.7963027371889048,命中率,忽上忽下,False,5,-0.4472643087684307,0.425753606787502,0.0445254099574099,0.3333333333333333,0.6153846153846154,0.3333333333333333,3.0,357.0,3.0
ENPSX,combo_XLC_down__ext_sect_rotation_down,XLC<0 且 板块轮动<0，买基金后2日平均回报,XLC_down,2,down,-0.285372276253519,-0.6918712780677012,命中率,忽上忽下,False,4,0.1979858722239915,0.2690601076609697,0.263909806414577,0.58,0.5924528301886792,0.58,50.0,457.0,50.0
ENPSX,combo_XLC_down__ext_sect_rotation_down,XLC<0 且 板块轮动<0，买基金后2日平均回报,ext_sect_rotation_down,2,down,-0.5215694435973054,-0.0448820049315341,平均回报,末端反转,False,4,0.0626299235698593,0.3574918511299087,0.0626299235698593,0.5741444866920152,0.5955882352941176,0.574468085106383,47.0,453.0,47.0
ENPSX,combo_XLE_down__ext_vix_5dchg_ge10,XLE<0 且 VIX5d>=10.0%，买基金第二天,XLE_down,1,down,-0.93503006757316,-0.7484973252586046,平均回报、命中率,末端反转,False,5,-0.5056166346911221,0.3699220515426287,-0.5056166346911221,0.4659090909090909,0.5732899022801303,0.4659090909090909,88.0,594.0,88.0
FNPIX,combo_GDX_up__ext_yld_curve_proxy_up,GDX>0 且 收益率曲线>0，买基金第二天,GDX_up,1,up,-0.8119520964520639,-0.7048744018723693,平均回报、命中率,末端反转,False,5,0.1878138772261126,0.3488439430995711,0.1878138772261126,0.5532786885245902,0.6016483516483516,0.5532786885245902,216.0,376.0,244.0
FNPIX,combo_GDX_up__ext_yld_curve_proxy_up,GDX>0 且 收益率曲线>0，买基金第二天,ext_yld_curve_proxy_up,1,up,-0.9789816216334694,-0.9879156552402932,平均回报、命中率,触发阈值太少,False,3,0.1024777142770942,0.2986914279424041,0.1024777142770942,0.5576923076923077,0.5891891891891892,0.5576923076923077,52.0,386.0,52.0
FNPIX,combo_XLV_down__ext_vix_5dchg_ge10,XLV<0 且 VIX5d>=10.0%，买基金后2日平均回报,XLV_down,2,down,-0.920336242707051,-0.6516354876090815,平均回报、命中率,触发阈值太少,False,3,0.2130518764371364,0.2595611013834816,0.2130518764371364,0.59375,0.5996705107084019,0.5957446808510638,188.0,607.0,188.0
FNPSX,combo_GDX_up__ext_yld_curve_proxy_up,GDX>0 且 收益率曲线>0，买基金第二天,GDX_up,1,up,-0.8735594947177125,-0.8152858462594461,平均回报、命中率,末端反转,False,5,0.162324269789167,0.3364423937933911,0.162324269789167,0.55,0.5911458333333334,0.55,221.0,391.0,260.0
FNPSX,combo_GDX_up__ext_yld_curve_proxy_up,GDX>0 且 收益率曲线>0，买基金第二天,ext_yld_curve_proxy_up,1,up,-0.9599677755234334,-0.9652672086649384,平均回报、命中率,触发阈值太少,False,3,0.1057351290441465,0.3312114416655133,0.1057351290441465,0.5384615384615384,0.5883905013192612,0.5384615384615384,52.0,386.0,52.0
HCPIX,FXY_up_GDX_up_QQQ_down,FXY>0 且 GDX>0 且 QQQ<0，买基金第二天,FXY_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.3172269519258528,0.3723619131961999,0.3172269519258528,0.5821917808219178,0.6178217821782178,0.5821917808219178,146.0,505.0,146.0
HCPIX,LQD_up_XLC_up_XLE_down,LQD>0 且 XLC>0 且 XLE<0，买基金第二天,XLE_down,1,down,-0.8716927266100434,-0.9413097450522304,平均回报、命中率,触发阈值太少,False,3,0.2511817973050477,0.3912650491093668,0.2511817973050477,0.4545454545454545,0.5823529411764706,0.4545454545454545,22.0,170.0,22.0
HCPSX,FXY_up_GDX_up_QQQ_down,FXY>0 且 GDX>0 且 QQQ<0，买基金第二天,FXY_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.3131912866467911,0.3681657405763152,0.3131912866467911,0.5821917808219178,0.6153846153846154,0.5821917808219178,146.0,494.0,146.0
HCPSX,LQD_up_XLC_up_XLE_down,LQD>0 且 XLC>0 且 XLE<0，买基金第二天,XLE_down,1,down,-0.8758303143527729,-0.9413097450522304,平均回报、命中率,触发阈值太少,False,3,0.2467012352835526,0.3890519793876351,0.2467012352835526,0.4545454545454545,0.5823529411764706,0.4545454545454545,22.0,170.0,22.0
IDPIX,GDX_up_LQD_up_XLF_down,GDX>0 且 LQD>0 且 XLF<0，买基金第二天,LQD_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.1317666336117072,0.2527747391880058,0.1317666336117072,0.5,0.599388379204893,0.5,18.0,327.0,18.0
IDPIX,GDX_up_LQD_up_XLF_down,GDX>0 且 LQD>0 且 XLF<0，买基金第二天,XLF_down,1,down,-0.7123320126557462,0.4644460493675709,平均回报,末端反转,False,4,-0.0181844168246531,0.3379820437314697,-0.0181844168246531,0.6068965517241379,0.6753246753246753,0.6285714285714286,35.0,301.0,35.0
IDPIX,GDX_up_XLK_down,GDX>0 且 XLK<0，买基金第二天,GDX_up,1,up,0.2881760769929431,-0.7240681105865836,命中率,忽上忽下,False,5,0.3062298794996803,0.418853449727354,0.418853449727354,0.5825688073394495,0.6211340206185567,0.5825688073394495,218.0,526.0,218.0
IDPIX,combo_QQQ_up__self_down,QQQ>0 且 该基金当日回报<0，买基金第二天,QQQ_up,1,up,-1.0,-0.9999999999999998,平均回报、命中率,触发阈值太少,False,2,-0.309877102458996,0.2259819846420473,-0.309877102458996,0.2,0.5833333333333334,0.2,5.0,240.0,5.0
IDPSX,QQQ_down_SLV_up_TLT_down,QQQ<0 且 SLV>0 且 TLT<0，买基金第二天,QQQ_down,1,down,-0.822489772099115,0.8461538461538464,平均回报,触发阈值太少,False,3,0.1040650522054949,0.3821463602117921,0.1040650522054949,0.5681818181818182,0.6666666666666666,0.6666666666666666,6.0,276.0,6.0
IDPSX,QQQ_down_SLV_up_TLT_down,QQQ<0 且 SLV>0 且 TLT<0，买基金第二天,SLV_up,1,up,-0.7995396765447115,-0.8697232991865737,平均回报、命中率,末端反转,False,4,0.001297691085664,0.3763323793627673,0.001297691085664,0.4705882352941176,0.5728813559322034,0.4705882352941176,34.0,295.0,34.0
INPIX,GLD_down_TIP_up_XLF_up,GLD<0 且 TIP>0 且 XLF>0，买基金后2日平均回报,GLD_down,2,down,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.3041267487833426,0.3652882284854347,0.3041267487833426,0.5666666666666667,0.611731843575419,0.5666666666666667,90.0,358.0,90.0
INPIX,GLD_up_XLF_down_XLK_down,GLD>0 且 XLF<0 且 XLK<0，买基金第二天,GLD_up,1,up,-0.3800710759241474,-0.854580225238747,命中率,忽上忽下,False,4,0.367561583755651,0.774864979716936,0.4673367290914991,0.5692307692307692,0.6476683937823834,0.5714285714285714,42.0,351.0,42.0
INPIX,GLD_up_XLF_down_XLK_down,GLD>0 且 XLF<0 且 XLK<0，买基金第二天,XLK_down,1,down,0.1500981570890155,-0.7499943874560663,命中率,忽上忽下,False,5,0.4060724739509765,0.5260931707800721,0.4777116320587771,0.6019417475728155,0.6373937677053825,0.6046511627906976,43.0,353.0,43.0
INPSX,FXY_up_IWM_up_TIP_up,FXY>0 且 IWM>0 且 TIP>0，买基金第二天,IWM_up,1,up,0.1837757706133166,-0.6659842354585886,命中率,末端反转,False,4,0.3069659783014376,0.5331524622660517,0.3069659783014376,0.5813953488372093,0.6265060240963856,0.5813953488372093,43.0,386.0,43.0
INPSX,GLD_up_LQD_down_XLK_down,GLD>0 且 LQD<0 且 XLK<0，买基金后3日平均回报,GLD_up,3,up,0.7511891863739324,-0.8058792301363426,命中率,触发阈值太少,False,3,0.2678435264497358,0.4186911955532977,0.4186911955532977,0.5666666666666667,0.631578947368421,0.5666666666666667,30.0,311.0,30.0
MDPIX,GDX_up_SPY_down_XLF_down,GDX>0 且 SPY<0 且 XLF<0，买基金第二天,GDX_up,1,up,-0.2107808658239038,-0.6142704901551356,命中率,整体反向单调,False,5,0.2036768421431411,0.2931610415679539,0.2931610415679539,0.5777777777777777,0.6140350877192983,0.5777777777777777,90.0,419.0,90.0
MLPIX,GDX_up_SPY_down_XLF_down,GDX>0 且 SPY<0 且 XLF<0，买基金第二天,GDX_up,1,up,-0.6319762678933964,-0.3638048960347765,平均回报,末端反转,False,5,0.2223823215415351,0.382937196873776,0.2223823215415351,0.5333333333333333,0.6339869281045751,0.5333333333333333,45.0,240.0,45.0
OEPIX,GLD_down_SPY_up_XLC_up,GLD<0 且 SPY>0 且 XLC>0，买基金后2日平均回报,GLD_down,2,down,-1.0,1.0,平均回报,触发阈值太少,False,2,0.2472084958494734,0.2510628818078515,0.2472084958494734,0.5941422594142259,0.625,0.625,80.0,239.0,80.0
OEPIX,GLD_down_SPY_up_XLC_up,GLD<0 且 SPY>0 且 XLC>0，买基金后2日平均回报,XLC_up,2,up,-0.9438608624482386,0.8660254037844387,平均回报,触发阈值太少,False,3,-0.0130221671460063,0.3399618061889025,-0.0130221671460063,0.5859649122807018,0.6206896551724138,0.6206896551724138,58.0,285.0,58.0
OEPSX,GLD_down_SPY_up_XLC_up,GLD<0 且 SPY>0 且 XLC>0，买基金后2日平均回报,GLD_down,2,down,-1.0,1.0,平均回报,触发阈值太少,False,2,0.2430391954651788,0.2470568896752769,0.2430391954651788,0.5941422594142259,0.625,0.625,80.0,239.0,80.0
OEPSX,GLD_down_SPY_up_XLC_up,GLD<0 且 SPY>0 且 XLC>0，买基金后2日平均回报,XLC_up,2,up,-0.9429299172735988,0.8660254037844387,平均回报,触发阈值太少,False,3,-0.0174571655801695,0.3344662056712389,-0.0174571655801695,0.5859649122807018,0.6206896551724138,0.6206896551724138,58.0,285.0,58.0
OTPIX,GLD_down_QQQ_down_XLF_up,GLD<0 且 QQQ<0 且 XLF>0，买基金后2日平均回报,GLD_down,2,down,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,0.1189330929249074,0.2938507730523325,0.1189330929249074,0.5892857142857143,0.6641221374045801,0.5892857142857143,56.0,131.0,56.0
OTPIX,GLD_down_QQQ_down_XLF_up,GLD<0 且 QQQ<0 且 XLF>0，买基金后2日平均回报,QQQ_down,2,down,-1.0,1.0,平均回报,触发阈值太少,False,2,0.2453557220050104,0.3075936961949281,0.2453557220050104,0.6616541353383458,0.6923076923076923,0.6923076923076923,26.0,133.0,26.0
PHPIX,FXY_up_GDX_up_QQQ_down,FXY>0 且 GDX>0 且 QQQ<0，买基金第二天,QQQ_down,1,down,0.3599633460687181,-0.910287463729038,命中率,末端反转,False,4,0.3473232870693423,0.5766818870075108,0.4098245075473438,0.3846153846153846,0.5792811839323467,0.3846153846153846,13.0,473.0,13.0
PHPSX,FXY_up_GDX_up_QQQ_down,FXY>0 且 GDX>0 且 QQQ<0，买基金第二天,QQQ_down,1,down,-0.460829576816169,-0.8628264108074497,命中率,末端反转,False,4,0.0449170167755724,0.570936622406559,0.0449170167755724,0.25,0.5793991416309013,0.25,8.0,466.0,8.0
PHPSX,IWM_up_LQD_up_SLV_down,IWM>0 且 LQD>0 且 SLV<0，买基金第二天,IWM_up,1,up,0.7510724063565207,-0.9066336106264744,命中率,触发阈值太少,False,3,0.1806701143241628,0.7387637172546225,0.7387637172546225,0.4545454545454545,0.5568862275449101,0.4545454545454545,11.0,181.0,11.0
PMPIX,EEM_up_GLD_down_TLT_down,EEM>0 且 GLD<0 且 TLT<0，买基金后2日平均回报,EEM_up,2,up,-0.6998199969141663,-0.7074673457094872,平均回报、命中率,末端反转,False,5,-3.316517766049514,0.3906285175424299,-3.316517766049514,0.0,0.5693069306930693,0.0,3.0,631.0,3.0
PMPIX,EEM_up_GLD_down_TLT_down,EEM>0 且 GLD<0 且 TLT<0，买基金后2日平均回报,TLT_down,2,down,-0.939810846610078,-0.9941681729211752,平均回报、命中率,触发阈值太少,False,3,0.1793932734591594,0.3576478179202688,0.1793932734591594,0.5416666666666666,0.5661881977671451,0.5416666666666666,96.0,627.0,96.0
PMPIX,combo_TIP_up__ext_vix_5dchg_ge10,TIP>0 且 VIX5d>=10.0%，买基金后3日平均回报,ext_vix_5dchg_ge10,3,up,-0.4335118556643882,-0.6639194617254169,命中率,拐点与整体不同,False,9,0.3317724618948245,0.3907070449978281,0.3611644385337981,0.5469483568075117,0.5591985428051002,0.5538847117794486,399.0,549.0,399.0
PMPSX,EEM_up_GLD_down_TLT_down,EEM>0 且 GLD<0 且 TLT<0，买基金后2日平均回报,EEM_up,2,up,-0.6999019526171255,-0.7049634289051777,平均回报、命中率,末端反转,False,5,-3.321465250041262,0.3842946637662203,-3.321465250041262,0.0,0.5693069306930693,0.0,3.0,631.0,3.0
PMPSX,EEM_up_GLD_down_TLT_down,EEM>0 且 GLD<0 且 TLT<0，买基金后2日平均回报,TLT_down,2,down,-0.9392070747913858,-0.988022143618242,平均回报、命中率,触发阈值太少,False,3,0.1752156071354653,0.3529477963614786,0.1752156071354653,0.5416666666666666,0.5645933014354066,0.5416666666666666,96.0,627.0,96.0
PMPSX,combo_TIP_up__ext_vix_5dchg_ge10,TIP>0 且 VIX5d>=10.0%，买基金后3日平均回报,ext_vix_5dchg_ge10,3,up,-0.2661776349653312,-0.6639194617254169,命中率,忽上忽下,False,9,0.3672771891670817,0.4196450042643785,0.3993673927750918,0.5469483568075117,0.5591985428051002,0.5538847117794486,399.0,549.0,399.0
REPIX,GDX_up_SLV_up_XLV_down,GDX>0 且 SLV>0 且 XLV<0，买基金第二天,GDX_up,1,up,-0.8653478654495986,-0.6098983573656293,平均回报、命中率,末端反转,False,5,0.2129300071641097,0.4034070762340332,0.2457381962033652,0.5625,0.602510460251046,0.5803571428571429,112.0,320.0,112.0
REPIX,combo_GDX_up__ext_vix_5dchg_up,GDX>0 且 VIX5d>0，买基金第二天,ext_vix_5dchg_up,1,up,-0.9013456420648702,-0.7137955769989683,平均回报、命中率,末端反转,False,5,0.1093718896017788,0.4836146442314473,0.1204941275994435,0.5331858407079646,0.5625,0.5409836065573771,208.0,452.0,427.0
REPSX,FXY_up_XLF_down_XLU_down,FXY>0 且 XLF<0 且 XLU<0，买基金第二天,XLF_down,1,down,-0.832576382060464,0.6876338176747724,平均回报,末端反转,False,5,0.1253632477044142,0.5199671275577802,0.1253632477044142,0.5548961424332344,0.5732484076433121,0.5725806451612904,124.0,674.0,124.0
REPSX,GDX_up_SLV_up_XLV_down,GDX>0 且 SLV>0 且 XLV<0，买基金第二天,GDX_up,1,up,-0.9455985212307744,-0.8871686749390754,平均回报、命中率,末端反转,False,5,0.1310640022610318,0.4556586463353943,0.1310640022610318,0.5459183673469388,0.5993377483443708,0.5533980582524272,103.0,302.0,103.0
REPSX,JNK_up_QQQ_down_XLK_down,JNK>0 且 QQQ<0 且 XLK<0，买基金第二天,QQQ_down,1,down,0.4449543040745097,-0.6945110619085798,命中率,触发阈值太少,False,3,0.3182910835995959,0.5291338465764612,0.41228986651242,0.5238095238095238,0.5954198473282443,0.5238095238095238,21.0,393.0,21.0
SGPIX,GDX_up_SPY_down_UUP_down,GDX>0 且 SPY<0 且 UUP<0，买基金第二天,GDX_up,1,up,-0.0681501479923456,-0.7178367048213473,命中率,忽上忽下,False,5,0.1628957232270499,0.3767026879955735,0.3364910318530354,0.5357142857142857,0.6017699115044248,0.5357142857142857,56.0,226.0,56.0
SGPSX,GDX_up_SPY_down_XLK_down,GDX>0 且 SPY<0 且 XLK<0，买基金第二天,XLK_down,1,down,0.1348742838291853,-0.645313626410236,命中率,末端反转,False,5,0.2640877763866033,0.4697113439915457,0.2640877763866033,0.5,0.5882352941176471,0.5,6.0,403.0,6.0
SMPIX,FXY_up_HYG_up_XLU_up,FXY>0 且 HYG>0 且 XLU>0，买基金第二天,FXY_up,1,up,-1.0,-1.0,平均回报、命中率,触发阈值太少,False,2,-0.1416839886490629,0.314324985160144,-0.1416839886490629,0.4836065573770491,0.5645645645645646,0.4836065573770491,122.0,666.0,122.0
SMPIX,QQQ_down_SLV_down_XLV_down,QQQ<0 且 SLV<0 且 XLV<0，买基金后3日平均回报,XLV_down,3,down,-0.5218772852961661,-0.5593940134972221,平均回报、命中率,末端反转,False,4,-0.0386863920684634,0.4931620571770726,-0.0386863920684634,0.5116279069767442,0.6129032258064516,0.5116279069767442,43.0,768.0,43.0
