ticker,EEM,FXY,GDX,GLD,HYG,IWM,JNK,LQD,QQQ,SLV,SPY,TIP,TLT,UUP,XLC,XLE,XLF,XLK,XLU,XLV,TNX_High,StkBonCorr,VIX_TNX_Ratio,USDGoldRatio,VIX_High,TNX_Open,SectRotation,YldCurveProxy,TNX_Yield,VIX_Open,VIX_5dChg,VIX_Chg%,JNKSpread,VIX_20dVol,TNX_ChgBp,TNX_Low,VIX_Low,CreditSpread,VIX_Close
BMPSX,0.7807576807541866,-0.21990267190997886,0.4490562460642023,0.22138666990005976,0.6035361112305231,0.7688418896910836,0.5348740525395538,0.1304122670130675,0.6511354020751434,0.3412752861463328,0.7836835982272597,-0.08231121107043723,-0.28751505002101074,-0.29821889846790633,0.6158439917683093,0.7023875940822571,0.687538219086322,0.6347559606558426,0.5051389058110162,0.5947232097111117,-0.0063114084852816865,-0.0007616128939889139,-0.04852981093249941,-0.27381982469763416,-0.07289136283099183,-0.008633775019096486,-0.23077352305784193,-0.3484185243463758,-0.0027037980728088014,-0.0027447544440465086,-0.3006897417156477,-0.6062085175459517,0.5352967454969086,-0.028216410770425988,0.2665262300667828,-0.005137731325747897,-0.04748974442896239,0.5683635351013073,-0.11224565934095207
BRPIX,-0.799101019977291,0.29598016433533864,-0.3000086335200314,-0.07078995749319134,-0.6547380592660974,-0.8437727580215705,-0.591368524155835,-0.15983608232551458,-0.7867158279986771,-0.21911363966125105,-0.9188218652450394,0.11323460004445365,0.28474148107109337,0.207560823995839,-0.8230417680478942,-0.6141191024087135,-0.7859171742932637,-0.8042958577581255,-0.5452595913662651,-0.7141139041707907,0.02005236211607965,0.001940030789830859,0.05484531201070671,0.12728987621923027,0.08696659173882902,0.021969622888486924,0.1776988697905974,0.32337968749780566,0.015944152272289815,0.005085861640336531,0.3519420687987446,0.7194557335052123,-0.5617233486362773,0.028204754585980117,-0.26152732688364616,0.0179587068932422,0.05927695716930756,-0.5917521207099322,0.13549294910308704
BRPSX,-0.7999327374644917,0.29486602383192906,-0.2988502395753053,-0.07064242377129859,-0.6534718944259172,-0.8464329612046663,-0.590223834730041,-0.15727459963857038,-0.8015717405077529,-0.21820519417165143,-0.9235894794181457,0.11505660852428128,0.2865077172219127,0.20714452923120139,-0.8206143200868616,-0.6330852893188953,-0.7956672409958155,-0.8117211975289804,-0.5547617513178638,-0.7237427061164493,0.019543017470982492,0.0016506595403132645,0.055171831960176096,0.12675236517459273,0.08736276299858836,0.021479191780748,0.17806958026080916,0.323930114767474,0.015414320367699453,0.005530868643956364,0.351872241178638,0.7187078028472575,-0.5615572107149552,0.028843733025345413,-0.26292586378183613,0.017428735890983458,0.0597619352006521,-0.59151168657903,0.13585902307229603
BTCFX,0.3534314325927945,0.02543101159979581,0.20347487654978036,0.1272513415630326,0.34740408621872804,0.4364331986975462,0.34856375189899164,0.14600592703071583,0.4395465567026328,0.19466460547285724,0.4301695958201974,0.08816023388868799,0.0030756674431089066,-0.17707359267985914,0.367593760813182,0.17730680835983803,0.33713683690817375,0.4122356571625951,0.15109645711908049,0.21214092313234711,0.012008370218910382,-0.010367072162999735,-0.06153693988281456,-0.16070746288962198,-0.0888796417212451,0.01275982800659995,0.20852405662048693,-0.04223297829747729,0.010804409476945463,-0.014652368181998606,-0.16902744908467723,-0.37378896223983366,0.1789205840158021,-0.007937132779142252,-0.015023946880297472,0.011645917291846658,-0.05687445689209568,0.1786467132459528,-0.11412088135312574
CNPIX,0.6660841531115841,-0.21861538940863182,0.24428924857720516,0.05345685132593333,0.5847005840055362,0.7446205979551954,0.5179234918527438,0.17159688349034302,0.7301531620787245,0.16506706672014926,0.8225980653660179,-0.08572195696667845,-0.22954312918129247,-0.19974295388781474,0.6237941151787003,0.5662458876690956,0.67808599376591,0.6886260523280054,0.6477604968116444,0.7289120803769024,-0.022262881832226352,-0.012191413626026866,-0.05163063613990674,-0.1147632525461292,-0.08474951358315412,-0.022870108381761275,-0.18469187603510923,-0.25978703902949357,-0.018920210744753686,-0.014648078366909706,-0.29860756779828085,-0.5964227626748798,0.47261512279345586,-0.034487253554655734,0.18285515426962684,-0.019534687901793198,-0.05913746563358764,0.5054499627093868,-0.12583579186452118
CNPSX,0.6683999098133899,-0.2194249371142282,0.2442756959009849,0.05415108190984828,0.5849647825945814,0.7472867667944754,0.5188453668256183,0.17288863320683218,0.732209338427098,0.16531681725836211,0.8251919961075243,-0.08523723882338391,-0.2292710566604348,-0.20016767857484036,0.6251959407687206,0.5680860588782164,0.6806655581791484,0.6909155850910162,0.649824435925044,0.730377816360809,-0.022209753973535945,-0.012451829868168538,-0.05175046567920709,-0.11491280964378503,-0.08512163183360129,-0.022845862870485206,-0.1849195153447305,-0.26071736855197014,-0.018865921406895733,-0.015027569520762257,-0.29871733158911873,-0.5980928608582287,0.47377408180400665,-0.03347498289945171,0.1834367942372498,-0.01949395288317664,-0.05963383353922825,0.5062442838046369,-0.12642466983342415
CYPIX,0.7122209402777779,-0.26829521883232227,0.2272491917683145,0.02107135885134418,0.5931312488798723,0.8376496672125531,0.5346821323543166,0.17464732034020966,0.8719619055593482,0.16830020040568866,0.8958892737608539,-0.08691738700683006,-0.22511962848030437,-0.16413944885364495,0.8141427228816719,0.5439847902622412,0.7328116219934891,0.8206917169267702,0.5159761410794936,0.6861847832249651,-0.01806297363690119,-0.0075111587393641354,-0.04939175536382005,-0.07703628090035283,-0.07969860544875411,-0.019511132428069945,-0.11819016508311654,-0.2521017282945745,-0.014608449216799473,-0.0019354013445931641,-0.33845220450205044,-0.6767982750968004,0.47611946033171487,-0.03038314205814214,0.19995628232117638,-0.016115013825646132,-0.05308251865583857,0.5048052101355787,-0.12643664529648493
CYPSX,0.7114605762786681,-0.2690017897948792,0.22681499297531413,0.021026279831418308,0.5940288078377907,0.8373044694916078,0.5352472967625819,0.17468734622524676,0.8737686101271802,0.16844969857990869,0.8961810124027118,-0.08587290060148578,-0.226381988071614,-0.1643214695919264,0.81721936987911,0.5424538044582528,0.7326730915811033,0.8222323366782895,0.5164035520626195,0.6876480726409097,-0.01964244752960914,-0.008576002939071304,-0.048740272079652064,-0.07731734241771883,-0.07909012160297747,-0.021100289904468546,-0.11702824465142017,-0.25340859836912344,-0.016188642121764265,-0.0013722857787836665,-0.33902833812674144,-0.6784667615886635,0.47721669203192807,-0.02803868488889111,0.20034557011891418,-0.017687657476290447,-0.05270947081414564,0.5060598149073122,-0.12613193827000566
ENPIX,0.6389492918949438,-0.23292219766972386,0.3368427111627008,0.1505059426367724,0.5203399373377755,0.6189049185844451,0.46513948341242184,0.08146699827536294,0.4196100590486304,0.2666466282047561,0.630074216383155,-0.04476081206223597,-0.28753394541259564,-0.20077123795294083,0.4048282014645506,0.9466886278073727,0.5544012640149646,0.4296808210583636,0.4405651069120807,0.4550875781195833,0.0035788401269932013,0.007715645758206951,-0.06257733121961301,-0.17505256995590832,-0.0617199188553,0.0011050339773497392,-0.24568580745986124,-0.37613190406399055,0.007523165750730354,0.001623099344291618,-0.26542164871197316,-0.5003036529431779,0.5046465680136974,-0.021664262606137623,0.2821517469019524,0.005077019191284339,-0.03852453537281887,0.530758972614067,-0.09487538698329526
ENPSX,0.6368630807773186,-0.23293323947432498,0.33681994628230755,0.1490868476316335,0.5203806355779421,0.6237493852601295,0.4652725616331001,0.08134773914147884,0.4296681554544865,0.26664491422508224,0.6350802080081536,-0.04389421924745932,-0.28663415110802637,-0.20061166819783796,0.4049146488242614,0.9449855949804391,0.5616347536116951,0.4374424131686073,0.4453286401642444,0.46021008660049023,0.0036535501828129477,0.0076521147051743016,-0.06262334316229175,-0.1749585084224529,-0.06193134561035251,0.0011482858515613598,-0.24575316240393627,-0.3763938533164482,0.007615112823932078,0.0014258114651870197,-0.2657797750275257,-0.5000039991667372,0.5047730258108054,-0.021810413761799183,0.2828242218307294,0.005151611325886938,-0.03869237051021964,0.5308320374150692,-0.09503287416890131
ETHFX,0.4608941346050324,-0.09460305739451819,0.225356681475979,0.17058667286605056,0.45962256212616764,0.526442841074477,0.4560012989381196,0.2386436392611258,0.5112871133191984,0.24618312037772913,0.49394326371918834,0.14709640285647704,0.07812399610492844,-0.06471875319344766,0.3721975482983108,0.16089531421444558,0.3477933690403386,0.48449272093172324,0.13979913071075345,0.11656733401635413,0.04873677287292901,-0.006629954294756417,-0.1373746046617917,-0.16402884090924894,-0.08828059441821202,0.06756854118878126,0.3089546786548913,0.032234278360666245,0.052214460459380385,-0.009820495356631858,-0.26650785555507844,-0.4974000223681015,0.15172386981772062,0.014247971892531122,0.004997169759824036,0.06184510867209484,-0.037346247342962234,0.14993709803862226,-0.12857555836456916
FDPIX,0.3080486172538624,0.43734588562270144,0.42545324750604147,0.41770739453614253,0.2442204937154181,0.20375047137676525,0.2503096981701837,0.2009020194323424,0.17084576646273508,0.40622271271846677,0.21558466019447747,0.21456723266787056,0.06581586015120008,-0.9531610152119284,0.1565310633111077,0.2164438602387852,0.16026851335084627,0.16530730513886643,0.18184267973424037,0.15176997235387651,0.023867883492327,0.017503859817867732,-0.01553871964324138,-0.6748957580387283,-0.027838237764494882,0.027674378780751106,-0.039712222138194225,-0.033300428340727856,0.020218021888098923,-0.016645742593211877,-0.05617685616740422,-0.11767492805002899,0.09861342714421592,-0.03472205701342331,-0.14041459873784898,0.023538460527092096,-0.024327327309021443,0.0898764488727919,-0.036250400263163646
FDPSX,0.30428723760031695,0.43618707457517575,0.42115371351952907,0.4147000014137766,0.24306690200409783,0.20017659719219322,0.2482021293558271,0.19940281713177951,0.1706233206666129,0.40111243511628675,0.2145601364827822,0.21253358570042155,0.06310607326089686,-0.9406689604656971,0.16114811142124155,0.21591383833807407,0.15913622572679414,0.16543073600590008,0.18005669798591928,0.15069964362001523,0.02118181220109924,0.019553939347261625,-0.014825973821739275,-0.6661864061737869,-0.02835366257111128,0.024903571381374633,-0.03800801221250423,-0.035314823412852414,0.017560151603239066,-0.017241413450842843,-0.05614669548069643,-0.11564581675305623,0.09914002794232814,-0.034156023530918234,-0.1361608893396222,0.020824515980173368,-0.024914692791059918,0.09090378682073276,-0.036562550268715695
FNPIX,0.6910551234517465,-0.3014007904360257,0.19053429880633097,-0.007582228596894043,0.5855791783899201,0.7781421631489744,0.5365942474875133,0.113057140137692,0.5976667196083433,0.12359922674609844,0.7989092909966387,-0.13573210879359052,-0.2935561110493563,-0.16129459576299865,0.6781427087827038,0.563926661979817,0.9369779070615925,0.6030196141280619,0.4738584474185227,0.598382689251557,-0.00842853801804901,0.004648892735391807,-0.0628921956417518,-0.046378806656326085,-0.08041709592113706,-0.010880659002061793,-0.5840647355372333,-0.32397299066903906,-0.0041604978118399165,-0.01326675863294482,-0.2739996310237547,-0.5753101967977634,0.5405292375510424,-0.02578048923775946,0.27998715362846016,-0.006756999192122144,-0.06044860765819981,0.5628353329766664,-0.12253222633753212
FNPSX,0.6905485757340541,-0.30125137461305956,0.18997519603435803,-0.007547755417253581,0.5857286626604421,0.7804518769705592,0.5367645339010155,0.11250369287162718,0.602893308124898,0.12281770446381791,0.8001119499251494,-0.13752191727808072,-0.2938488277956374,-0.16129707353459258,0.6781764686265858,0.5678045648624546,0.9373066809508009,0.6068770202211804,0.4749187368318438,0.6018124282705009,-0.008337246462370445,0.004797536272224579,-0.06292591780636102,-0.04591711224066025,-0.08039261061938871,-0.010812037015328402,-0.5839117233966844,-0.3238313492659198,-0.004069706082236563,-0.013243483043864817,-0.2737623534216517,-0.5751629293997348,0.5405030928467615,-0.02564518688772246,0.2801787563747435,-0.006675468561711522,-0.06046197531828235,0.5628113593978354,-0.12250945090471474
FYAIX,0.5078492570972775,-0.03714367701007683,0.2569673042769537,0.1510069308799881,0.6437739612815067,0.5926009727302295,0.6078163931448509,0.3838376739374226,0.5473188972438119,0.2273438976478386,0.6162247982158314,0.20423381478555822,-0.0015943292598227755,-0.2763031325335094,0.6530492107478097,0.45557665135787,0.5328402596293336,0.5396141806827432,0.45863562353194487,0.49420783833905324,0.0011616961240704083,0.000994863929432746,-0.074535741081739,-0.22170274490926806,-0.09327691459845897,0.00517655649266807,-0.14822839692751913,-0.11828242219832848,-0.00023186921347316043,-0.03999939878564281,-0.24144542618551884,-0.4479014349572879,0.3545564863779562,-0.027455817934843224,-0.04819443106755679,0.0031794900790093317,-0.0782763404315794,0.3660858721705843,-0.11922945966313615
FYASX,0.514747518913122,-0.03664420331266517,0.25939615189083637,0.15138145351842766,0.651149413577117,0.6016249120467175,0.6146941298123115,0.38913183788507527,0.5549768633515252,0.2295867283606433,0.6249787790603316,0.20682895477142102,-0.001777186414072983,-0.2791237961456763,0.6570824498806414,0.4616221621810366,0.5403931240022224,0.5464889997601098,0.46422545498035145,0.5019062706977492,0.0008981508523977026,0.0001063348055869455,-0.07500424585662252,-0.22328641177859354,-0.0949006425514578,0.00500399505512102,-0.15123686154758675,-0.12045935563179096,-0.000511716249440551,-0.04086138696338532,-0.24408337407424474,-0.45456287974229836,0.3590416391890624,-0.027675071260437018,-0.04898377115858508,0.0029651959300912296,-0.07957938790995218,0.3707555406665839,-0.12111276378350293
GVPIX,-0.24990548644509794,0.4202926904452087,0.06805278255359984,0.15071918009671678,-0.14119428480842552,-0.2786770448699451,-0.13850411305132884,0.5439190587466739,-0.23734155573378188,0.02377349323585125,-0.289911977298562,0.6827033464097576,0.9631500124881305,-0.07486801771639369,-0.11322841136469267,-0.3041178380938721,-0.3158548498330553,-0.23410869425862588,-0.08618570911939154,-0.22142486134317038,-0.015736395889048002,-0.03228440178178471,0.053328261177467626,-0.15585168913257938,0.03828310390301588,-0.0014917859395264434,0.18593279537428978,0.9073153968485005,-0.029604124053233424,0.016335310920458933,0.08267630260586688,0.24002578742506295,-0.8206348810073439,0.022320963411385703,-0.8816379330734272,-0.015124061328462774,0.0284647666698358,-0.8293113083194089,0.04823761064664186
GVPSX,-0.24925432469285008,0.42079097221436645,0.06843659040514068,0.15201793010024325,-0.14130545871639774,-0.2790333457768489,-0.13843397002561078,0.544879908770927,-0.23787894804422194,0.02458754938508273,-0.2904280416844052,0.6839956067740834,0.964226114775263,-0.07530301731689791,-0.11326275936832032,-0.30381981144287584,-0.3163580855150246,-0.2351487847027716,-0.08670815727835939,-0.22232558274612393,-0.014753415533020472,-0.03195097295028283,0.05294794983438356,-0.1563822533954538,0.03829371907703358,-0.0005000018327870664,0.18571738059434723,0.9077069870234595,-0.028644378464602695,0.016330500372209098,0.08310972175554086,0.24034662288492986,-0.8207578831599901,0.022133625553215314,-0.882621486006963,-0.014147470960636037,0.028509646393746185,-0.8295339083504666,0.0483581930297087
HCPIX,0.6086477380173763,-0.22857724344613572,0.20929989256984172,0.03134638330993205,0.5498447543645356,0.6660547272232966,0.4970017392453775,0.14474878064215418,0.5659667195609147,0.15206781450306228,0.7281106877612904,-0.09066827979747213,-0.21746522653266323,-0.14663779944846592,0.6126782684725781,0.4908771118017598,0.5969771159083945,0.5421578817297953,0.5138407283531558,0.8434635196928738,-0.02026054304181554,-0.009533063211161331,-0.048686334223109175,-0.0782036456607049,-0.0791030400421352,-0.02095724324059075,-0.16126141856140816,-0.2513549370442106,-0.01704008408879887,-0.008477646140508721,-0.30801765369802236,-0.6125818012052525,0.4597950042987285,-0.019317470463488185,0.18686184321811483,-0.01798074719067626,-0.054890244528264985,0.4849507786730118,-0.12197451075717006
HCPSX,0.6050942453534291,-0.22666106831105567,0.20146392225154028,0.030839083794594577,0.547901374112934,0.660401226716524,0.4958321880705058,0.14250669887467585,0.5789817844853392,0.1501860931076534,0.7249600618667573,-0.09609991167492263,-0.22230077918436109,-0.14761892954182942,0.6061190816294398,0.48109776047078495,0.594983080284702,0.5519570793635131,0.5102105333489746,0.844092469275403,-0.02020867980253184,-0.00955039531025787,-0.048868685819136795,-0.07859359837200926,-0.07896569473641128,-0.020961162511013993,-0.15872684385224117,-0.2557958886534849,-0.016930392221633592,-0.009093194471426237,-0.30641647539472705,-0.6127352658355139,0.4633874945961935,-0.019355266609123786,0.19147152097153702,-0.0179635514352281,-0.05472283872256097,0.4881324609015564,-0.12161498255536966
IDPIX,0.7645219425452955,-0.27964676860363924,0.28249579489976967,0.06802080025168922,0.6313153052714069,0.8914549848791972,0.5640312820945563,0.13892792710554247,0.819446560576878,0.20764796639735553,0.9162558444333054,-0.11816089577459782,-0.30461027786918077,-0.2087356918624405,0.7061965976446988,0.6847951791432066,0.8079119736509651,0.802909477173754,0.5921173779701652,0.7175767006236413,-0.00689974317917033,0.0027072334064500766,-0.0644298723587721,-0.12581785119658212,-0.09376347612194233,-0.009285048618364562,-0.24106075525551812,-0.3402487938563136,-0.0026666624081567924,-0.016381694892742483,-0.3367708084793218,-0.6721254604368875,0.558190467498634,-0.03264591469863126,0.27826717742007023,-0.004933056993620745,-0.06667751458050704,0.5902379808298179,-0.13633528773733938
IDPSX,0.7649198530676368,-0.27934974213775465,0.282632822798708,0.06820930299017723,0.6315713501870236,0.892126514830077,0.564206169926025,0.13973709931327993,0.8201306008682943,0.20780962523682758,0.9170424618178311,-0.11815181605119901,-0.3037422429019079,-0.2087727062532451,0.7071346955111585,0.6855204914175008,0.8086141195450863,0.8033796599102946,0.5923595098826451,0.7182095961983722,-0.007558495100701213,0.0017574950583122738,-0.06416646675163039,-0.1259321062162002,-0.093667518778596,-0.009957649263180705,-0.2407110171847464,-0.3398096555001888,-0.0033366748979004606,-0.016194388405533323,-0.3360844809254582,-0.6724872538012735,0.5578961769207749,-0.034222393727375476,0.2777510533975611,-0.0056132930846854575,-0.06656353738262587,0.5899915151102678,-0.13619633095535816
INPIX,0.6901265955528305,-0.24617857259411027,0.239640727210328,0.0477062445918618,0.5580680634073393,0.6706745487676102,0.49629039003630365,0.14046067623923114,0.7831251419581046,0.18084980055939262,0.6850323053117755,-0.0800622097501792,-0.21233479864093657,-0.1584177154847803,0.8536067172776626,0.37845019911987243,0.5304405923548796,0.7378789854440428,0.31159553528490647,0.5051807166325761,-0.012873433961252895,-0.00032483629961658394,-0.0406261294133228,-0.09145257685882899,-0.06828818656905988,-0.014676512183896226,0.011183519856707166,-0.2439056810529026,-0.009393734114360001,0.003491809355253779,-0.3163312070508341,-0.6410589758965816,0.4502844529454199,-0.02268357378952491,0.2006407404559947,-0.011516405015591822,-0.0438526215190582,0.4807394134489417,-0.10991095968999257
INPSX,0.6889821949115564,-0.24593738468340318,0.23942411372163275,0.048139867718567216,0.5575881670966352,0.6997150323660466,0.49582160289501437,0.14148803014175354,0.8151080818429249,0.1806727706022536,0.7173000611655018,-0.07878635603839151,-0.2106984683661995,-0.15856973969334756,0.8537654638277671,0.3934978899241727,0.5547948239880672,0.7687704158554958,0.32172382056821647,0.5322138353872338,-0.012738437337575514,-0.0002848261010433437,-0.04072264146880513,-0.09144598880167425,-0.06830178598175013,-0.014542190514342563,0.011341448374231422,-0.24361057402636965,-0.009278370949312846,0.0034611716101424915,-0.31601914423914296,-0.6406285774637996,0.44989340109968223,-0.022750627347176085,0.20027180279364026,-0.011374203278215082,-0.04386468965489335,0.480350253427085,-0.10983781384032883
LGPIX,0.6838012016968242,-0.23517309152067753,0.26334792112779565,0.0759291239532958,0.5511895544482275,0.733203928128388,0.4933222607872053,0.15377015615282272,0.8198068914879005,0.20686989843538953,0.8341299819133366,-0.08049229539877954,-0.2251955662737357,-0.17713506412300822,0.6463044943905027,0.5417245320529717,0.6402669860295688,0.805716292724193,0.4914593153739847,0.6480883803816683,-0.014771736323966727,8.072936309992246e-05,-0.043985504477114266,-0.1236559470772253,-0.07245917893900762,-0.016412764843572663,-0.00012352957013099161,-0.25449832142323986,-0.011596941464047168,-0.0023323895587256532,-0.29768580925492133,-0.6255677495271491,0.4521249072288249,-0.019014630728772047,0.2003405808866025,-0.01340852060046616,-0.04962998146654105,0.4806567039139468,-0.11469571633245433
