ticker,strategy_no,condition,scan_token,horizon,scan_kind,delivered_threshold,threshold,full_avg,full_trades,full_hit,full_std,test_avg,test_trades,test_hit,test_std
BIPSX,3,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,2,threshold,0.0,0.5,0.298327347214276,274,0.5912408759124088,1.5997699275753239,0.4201617302655473,61,0.6229508196721312,1.9673989526655817
BIPSX,3,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,2,threshold,0.0,1.0,0.2939373930646183,136,0.6029411764705882,1.728418495692963,0.3206097466787708,45,0.6222222222222222,2.050663036482308
BIPSX,3,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,2,threshold,0.0,1.5,0.3709838276944843,47,0.6170212765957447,1.8440685112294246,0.487743380496525,27,0.6666666666666666,2.10671624336416
BIPSX,3,combo_XLC_down__ext_sect_rotation_down,ext_sect_rotation_down,2,threshold,0.0,2.0,,0,,,,0,,
BITIX,1,combo_XLC_up__self_down,XLC_up,1,threshold,0.0,0.5,0.8053177038229067,123,0.5772357723577236,5.259480348749069,0.6581435969455278,77,0.5844155844155844,2.4308784501407135
BITIX,1,combo_XLC_up__self_down,XLC_up,1,threshold,0.0,1.0,0.3864225279410645,31,0.5161290322580645,2.457051801861604,0.3864225279410645,31,0.5161290322580645,2.457051801861604
BITIX,1,combo_XLC_up__self_down,XLC_up,1,threshold,0.0,1.5,,0,,,,0,,
BITIX,1,combo_XLC_up__self_down,XLC_up,1,threshold,0.0,2.0,,0,,,,0,,
BITIX,1,combo_XLC_up__self_down,self_down,1,threshold,0.0,0.5,0.6657702644236201,186,0.5698924731182796,4.427421302902984,0.681950229095368,108,0.5833333333333334,2.2379318178349994
BITIX,1,combo_XLC_up__self_down,self_down,1,threshold,0.0,1.0,0.7182991263185451,146,0.5616438356164384,4.815776161047948,0.5970796245644765,87,0.5632183908045977,2.1361621074934063
BITIX,1,combo_XLC_up__self_down,self_down,1,threshold,0.0,1.5,1.0385544738717278,106,0.5849056603773585,5.3557293849636425,0.7008473352247925,67,0.582089552238806,2.0938261844659602
BITIX,1,combo_XLC_up__self_down,self_down,1,threshold,0.0,2.0,1.089784345722967,80,0.55,6.054068445603445,0.6370016637808289,59,0.559322033898305,2.166078901570514
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,GLD_down,1,threshold,0.0,0.5,0.43550293677381724,208,0.5769230769230769,2.469608308383432,0.05579421689032926,28,0.5714285714285714,2.105223008906521
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,GLD_down,1,threshold,0.0,1.0,0.1590937998637371,72,0.5555555555555556,2.9224606190784708,0.16220835888235632,22,0.5909090909090909,1.6163335237074226
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,GLD_down,1,threshold,0.0,1.5,1.042429874243725,4,0.75,0.719616682177125,1.042429874243725,4,0.75,0.719616682177125
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,GLD_down,1,threshold,0.0,2.0,,0,,,,0,,
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,8.0,0.3250514896147369,509,0.5638506876227898,3.5278473798813184,0.4919151160716064,47,0.5957446808510638,2.2403393248951913
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,8.5,0.32913144725159427,478,0.5711297071129707,2.965362565685119,0.4741506343671137,44,0.5909090909090909,2.2774781597339606
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,9.0,0.35122016004210677,456,0.5745614035087719,2.7635593106367184,0.47963125969076836,43,0.5813953488372093,2.304137895501171
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,9.5,0.34592586498560496,441,0.5804988662131519,2.765711289134522,0.5442926872254731,42,0.5952380952380952,2.2922408546330346
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,10.0,0.36222722757893583,414,0.5821256038647343,2.7997033948977603,0.5320900382800795,40,0.575,2.3439034098820484
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,10.5,0.35569066704663255,389,0.583547557840617,2.8452627866284748,0.546059511308271,39,0.5897435897435898,2.372856465172314
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,11.0,0.3315215963666895,376,0.5771276595744681,2.869527109721785,0.546059511308271,39,0.5897435897435898,2.372856465172314
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,11.5,0.35496107100551294,359,0.5766016713091922,2.8953459447494683,0.5981697390103093,37,0.5945945945945946,2.4009233865952737
BKPIX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,12.0,0.3502920959811209,340,0.5794117647058824,2.7720093494401365,0.3988434900307686,35,0.5714285714285714,2.2026586583797676
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,GLD_down,1,threshold,0.0,0.5,0.43177173855517437,208,0.5769230769230769,2.469110702246041,0.0526675133035921,28,0.5714285714285714,2.1055782676036214
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,GLD_down,1,threshold,0.0,1.0,0.1569334608936592,72,0.5555555555555556,2.9237206815121675,0.15913992678921732,22,0.5909090909090909,1.6164905625837782
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,GLD_down,1,threshold,0.0,1.5,1.04297554088365,4,0.75,0.7226349030887622,1.04297554088365,4,0.75,0.7226349030887622
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,GLD_down,1,threshold,0.0,2.0,,0,,,,0,,
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,8.0,0.32294843546025415,509,0.5638506876227898,3.528951939158523,0.48880403844723896,47,0.5957446808510638,2.241346883226016
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,8.5,0.3259305969445619,478,0.5711297071129707,2.9637438523514272,0.47116642637204453,44,0.5909090909090909,2.278856270466125
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,9.0,0.34731113765191746,456,0.5745614035087719,2.762203563359144,0.4766052363084493,43,0.5813953488372093,2.3055369541170485
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,9.5,0.3416925052809712,441,0.5804988662131519,2.7651077353786477,0.5416050743377043,42,0.5952380952380952,2.293260088602247
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,10.0,0.3580871401273103,414,0.5821256038647343,2.7995178155763223,0.5288885321712489,40,0.575,2.344883862112231
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,10.5,0.3519188177854827,389,0.583547557840617,2.8454556824281303,0.5428123989256077,39,0.5897435897435898,2.3738614401266536
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,11.0,0.3285528378587011,376,0.5771276595744681,2.868917528840322,0.5428123989256077,39,0.5897435897435898,2.3738614401266536
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,11.5,0.3525866304644498,359,0.5766016713091922,2.8938717968936505,0.594699242730936,37,0.5945945945945946,2.40237222791427
BKPSX,3,combo_GLD_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,12.0,0.34817308950804476,340,0.5794117647058824,2.7704349803598727,0.3950933140947449,35,0.5714285714285714,2.20304930220243
BLPIX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,0.5,0.19332222169852245,1009,0.554013875123885,1.5920604827247928,0.28366984631429154,64,0.5625,1.7382995336148184
BLPIX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,1.0,0.24703242157607017,606,0.570957095709571,1.7979015010838724,0.6112842817025174,35,0.6,1.8323331058267538
BLPIX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,1.5,0.27659912978817514,156,0.5641025641025641,1.6938835595856985,0.08186314319481686,13,0.38461538461538464,1.1198297459096518
BLPIX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,2.0,0.5166799963205729,30,0.6333333333333333,1.5275714476689026,0.4664324754173284,6,0.5,1.4866986979279622
BLPIX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,2.5,0.2887034243408666,6,0.6666666666666666,1.1628707505859301,0.08776500114718994,4,0.5,1.420696472819153
BLPIX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,3.0,,0,,,,0,,
BLPIX,1,combo_XLV_big_down__self_down,self_down,1,threshold,0.0,0.5,0.25464718996044594,534,0.5617977528089888,1.872594584706248,0.7614326499916867,22,0.5454545454545454,2.127628049394608
BLPIX,1,combo_XLV_big_down__self_down,self_down,1,threshold,0.0,1.0,0.27673977499963737,423,0.5602836879432624,2.0217715696909755,1.1187454775543262,14,0.5,2.574273414551434
BLPIX,1,combo_XLV_big_down__self_down,self_down,1,threshold,0.0,1.5,0.3538221172067632,267,0.550561797752809,2.1983016994335403,1.3578351914713054,11,0.5454545454545454,2.866533036683927
BLPIX,1,combo_XLV_big_down__self_down,self_down,1,threshold,0.0,2.0,0.3252699288489135,126,0.5396825396825397,2.047108208963229,0.8283588034914282,6,0.6666666666666666,1.299262941560662
BLPSX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,0.5,0.18794454684522693,1033,0.5498547918683446,1.577015830967952,0.29132389390168617,64,0.5625,1.7333440865998844
BLPSX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,1.0,0.24454020171054983,611,0.5679214402618658,1.7917719982498996,0.6552476085146761,34,0.6176470588235294,1.8374815448187418
BLPSX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,1.5,0.27042979368608266,249,0.5502008032128514,2.03111041113309,0.08070896428494766,13,0.38461538461538464,1.1204727703389583
BLPSX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,2.0,0.8733863254071106,47,0.6170212765957447,2.3228335794913653,0.4717808517726283,6,0.5,1.4850039049699355
BLPSX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,2.5,0.20672870302007987,3,0.6666666666666666,1.7217293364808173,0.20672870302007987,3,0.6666666666666666,1.7217293364808173
BLPSX,1,combo_XLV_big_down__self_down,XLV_big_down,1,threshold,1.0,3.0,,0,,,,0,,
BLPSX,1,combo_XLV_big_down__self_down,self_down,1,threshold,0.0,0.5,0.24771212835295467,530,0.5547169811320755,1.8805377502809617,0.7600121531764302,22,0.5454545454545454,2.1277381154338566
BLPSX,1,combo_XLV_big_down__self_down,self_down,1,threshold,0.0,1.0,0.28311205518939087,411,0.5523114355231143,2.048501766695814,1.1177714928090112,14,0.5,2.574091510526092
BLPSX,1,combo_XLV_big_down__self_down,self_down,1,threshold,0.0,1.5,0.3337689801698357,258,0.5426356589147286,2.2223366853503848,1.3579575427577997,11,0.5454545454545454,2.8653705203719007
BLPSX,1,combo_XLV_big_down__self_down,self_down,1,threshold,0.0,2.0,0.31703082303191576,120,0.5166666666666667,2.0839877377586014,0.8302659569424033,6,0.6666666666666666,1.2990739414899077
BTCFX,2,combo_EEM_down__ext_credit_spread_down,EEM_down,2,threshold,0.0,0.5,0.22061304895745135,95,0.5473684210526316,2.4708874453473553,0.09072332343352169,50,0.58,2.1835793571779543
BTCFX,2,combo_EEM_down__ext_credit_spread_down,EEM_down,2,threshold,0.0,1.0,-1.183829654606555,4,0.25,1.349930191248178,-1.183829654606555,4,0.25,1.349930191248178
BTCFX,2,combo_EEM_down__ext_credit_spread_down,EEM_down,2,threshold,0.0,1.5,,0,,,,0,,
BTCFX,2,combo_EEM_down__ext_credit_spread_down,EEM_down,2,threshold,0.0,2.0,,0,,,,0,,
BTCFX,2,combo_EEM_down__ext_credit_spread_down,ext_credit_spread_down,2,threshold,0.0,0.5,0.6061409632451821,87,0.6091954022988506,2.4211854046817747,0.49555018617841246,35,0.5714285714285714,2.158138897994152
BTCFX,2,combo_EEM_down__ext_credit_spread_down,ext_credit_spread_down,2,threshold,0.0,1.0,1.455484585228374,5,0.8,2.655742426685307,1.455484585228374,5,0.8,2.655742426685307
BTCFX,2,combo_EEM_down__ext_credit_spread_down,ext_credit_spread_down,2,threshold,0.0,1.5,,0,,,,0,,
BTCFX,2,combo_EEM_down__ext_credit_spread_down,ext_credit_spread_down,2,threshold,0.0,2.0,,0,,,,0,,
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,XLV_down,1,threshold,0.0,0.5,0.6409566724164183,111,0.6306306306306306,2.419613725502619,-0.14078551801603548,31,0.5161290322580645,2.152869632810576
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,XLV_down,1,threshold,0.0,1.0,0.3154345561109612,34,0.5588235294117647,1.8195484507356352,0.5195300121566565,17,0.5882352941176471,2.0735690863284346
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,XLV_down,1,threshold,0.0,1.5,,0,,,,0,,
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,XLV_down,1,threshold,0.0,2.0,,0,,,,0,,
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,0.5,0.2006999933226518,376,0.5718085106382979,1.838750060065281,0.1779794923387622,67,0.6119402985074627,1.7329892736836976
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,1.0,0.5153039450834003,179,0.6312849162011173,2.163577799337634,0.2154455582550128,50,0.64,1.830377338695522
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,1.5,0.18135583470667846,82,0.6219512195121951,1.5171150924522951,0.4673069912940513,29,0.6896551724137931,1.3791327124837722
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,2.0,0.5456260556736844,32,0.6875,1.3815079806060135,0.7583902350836054,21,0.7142857142857143,1.2499293842908086
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,2.5,,0,,,,0,,
CNPIX,1,combo_XLV_down__ext_usd_gold_ratio_le-1,ext_usd_gold_ratio_le-1,1,threshold,1.0,3.0,,0,,,,0,,
CYPIX,3,combo_XLK_big_down__self_big_down,XLK_big_down,1,threshold,1.0,0.5,0.326094877391186,202,0.5396039603960396,2.7695335145949445,0.9237877803144832,46,0.6739130434782609,3.125710045242076
CYPIX,3,combo_XLK_big_down__self_big_down,XLK_big_down,1,threshold,1.0,1.0,0.48200672507405906,217,0.5668202764976958,2.896154671736286,1.006451882763861,42,0.6904761904761905,3.2595336245949236
CYPIX,3,combo_XLK_big_down__self_big_down,XLK_big_down,1,threshold,1.0,1.5,0.45532002981042746,145,0.6,2.696653417653955,1.0396696687911795,36,0.6944444444444444,3.452382720507057
CYPIX,3,combo_XLK_big_down__self_big_down,XLK_big_down,1,threshold,1.0,2.0,0.6405567242859266,118,0.6186440677966102,2.8963432847458286,1.0862103899476065,27,0.7037037037037037,3.9220286247705856
CYPIX,3,combo_XLK_big_down__self_big_down,XLK_big_down,1,threshold,1.0,2.5,0.21732208276522294,65,0.5538461538461539,2.7546535941522894,0.21175410466664718,14,0.5714285714285714,3.154529574003136
CYPIX,3,combo_XLK_big_down__self_big_down,XLK_big_down,1,threshold,1.0,3.0,-0.3882216458225711,17,0.5294117647058824,2.9610893946910957,-0.4454016850095835,11,0.5454545454545454,3.1718936443290793
CYPIX,3,combo_XLK_big_down__self_big_down,self_big_down,1,threshold,2.0,0.5,0.19663737766875486,293,0.552901023890785,2.4122513360649123,0.7501113129688253,64,0.640625,2.854646552729226
CYPIX,3,combo_XLK_big_down__self_big_down,self_big_down,1,threshold,2.0,1.0,0.3083323392397962,288,0.5763888888888888,2.643205539647974,0.8709322458108167,59,0.6779661016949152,2.924600183243878
CYPIX,3,combo_XLK_big_down__self_big_down,self_big_down,1,threshold,2.0,1.5,0.3271055785722782,361,0.5789473684210527,2.5062555478484465,0.9772377328423701,48,0.6875,3.0721165628812814
CYPIX,3,combo_XLK_big_down__self_big_down,self_big_down,1,threshold,2.0,2.0,0.48200672507405906,217,0.5668202764976958,2.896154671736286,1.006451882763861,42,0.6904761904761905,3.2595336245949236
CYPIX,3,combo_XLK_big_down__self_big_down,self_big_down,1,threshold,2.0,2.5,-0.0045914688158783705,66,0.5151515151515151,2.3876293556769577,0.5184959449824601,14,0.5714285714285714,2.1478843235269087
CYPIX,3,combo_XLK_big_down__self_big_down,self_big_down,1,threshold,2.0,3.0,0.26638778753356257,70,0.5285714285714286,2.5421401535569457,1.0306993694727875,12,0.6666666666666666,1.7710514064349754
CYPIX,3,combo_XLK_big_down__self_big_down,self_big_down,1,threshold,2.0,3.5,0.48511021680510463,39,0.5128205128205128,2.8813176471070703,1.0906626539190232,6,0.6666666666666666,1.647085727657238
CYPIX,3,combo_XLK_big_down__self_big_down,self_big_down,1,threshold,2.0,4.0,0.48217781440472796,25,0.48,3.240269968726293,0.058993510874492325,9,0.5555555555555556,3.215549800883996
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,XLE_down,1,threshold,0.0,0.5,0.18280147043118564,445,0.5617977528089888,3.214290700898956,0.29186128464407685,34,0.6470588235294118,3.461913190691926
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,XLE_down,1,threshold,0.0,1.0,0.12520729800225397,307,0.5732899022801303,3.4074102279850496,0.5700778117630012,26,0.6923076923076923,3.8112088577289125
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,XLE_down,1,threshold,0.0,1.5,0.03505641331418782,202,0.5495049504950495,3.6885828892785484,0.6207687757210711,16,0.6875,4.764110651064029
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,XLE_down,1,threshold,0.0,2.0,-0.2135812988621361,107,0.514018691588785,3.502499439942037,0.3460712000202135,9,0.6666666666666666,6.440473328238945
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,8.0,0.2302501566879641,693,0.5353535353535354,3.619998614763122,0.2882156967427317,47,0.6170212765957447,3.106910900739851
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,8.5,0.2702527093182495,667,0.5412293853073463,3.5880967752226964,0.30707679162723833,46,0.6304347826086957,3.138520791179385
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,9.0,0.29341575350776783,643,0.5427682737169518,3.6211357062064895,0.37688189276782036,44,0.6363636363636364,3.1775583978801256
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,9.5,0.3159824929394609,620,0.5483870967741935,3.6267721717893338,0.2911476063275451,43,0.627906976744186,3.1632519094115463
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,10.0,0.3747839487347134,588,0.5561224489795918,3.603160093719192,0.2911476063275451,43,0.627906976744186,3.1632519094115463
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,10.5,0.32395731296947866,565,0.5575221238938053,3.4124548810757216,0.2911476063275451,43,0.627906976744186,3.1632519094115463
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,11.0,0.24682135735407917,543,0.5506445672191529,3.2622267855747413,0.27990632307159574,42,0.6190476190476191,3.200726339721608
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,11.5,0.2602806528413539,525,0.5504761904761905,3.118592160036911,0.2512636051848558,41,0.6097560975609756,3.2350342937419665
ENPIX,1,combo_XLE_down__ext_vix_5dchg_ge10,ext_vix_5dchg_ge10,1,threshold,10.0,12.0,0.22649205149586626,496,0.5423387096774194,3.0862403794001914,0.23402072299294682,40,0.6,3.2743379656162306
ENPIX,3,combo_XLC_down__ext_sect_rotation_down,XLC_down,1,threshold,0.0,0.5,0.3852609578256808,267,0.602996254681648,2.96104047352811,1.013166182149492,58,0.7413793103448276,2.931187625986805
ENPIX,3,combo_XLC_down__ext_sect_rotation_down,XLC_down,1,threshold,0.0,1.0,0.34780520447139157,136,0.625,3.2075880689059013,1.3701193961085771,28,0.8214285714285714,3.7578056656168246
